name,id,type,subtype,ablty_one,ablty_two,ablty_three,base_exp,weight,height,hp,attack,defense,spec_attack,spec_defense,speed,offset
aromatisse,683,fairy,,healer,aroma-veil,,162,155,8,101,72,72,99,89,29,3816488
togepi,175,fairy,,hustle,serene-grace,super-luck,49,15,3,35,20,65,40,65,20,5126510
klefki,707,steel,fairy,prankster,magician,,165,30,2,57,80,91,80,87,75,590714
prinplup,394,water,,torrent,defiant,,142,230,8,64,66,68,81,76,50,3042512
terrakion,639,rock,fighting,justified,,,290,2600,19,91,129,90,72,90,108,21597
dragapult,887,dragon,ghost,clear-body,infiltrator,cursed-body,300,500,30,88,120,75,100,75,142,3975435
serperior,497,grass,,overgrow,contrary,,238,630,33,75,75,95,75,95,113,6275339
cranidos,408,rock,,mold-breaker,sheer-force,,70,315,9,67,125,40,30,30,58,5659055
dusclops,356,ghost,,pressure,frisk,,159,306,16,40,70,130,60,130,25,649190
minun,312,electric,,minus,volt-absorb,,142,42,4,60,40,50,75,85,95,2776026
meditite,307,fighting,psychic,pure-power,telepathy,,56,112,6,30,40,55,40,55,60,1554301
slurpuff,685,fairy,,sweet-veil,unburden,,168,50,8,82,80,86,85,75,72,207300
loudred,294,normal,,soundproof,scrappy,,126,405,10,84,71,43,71,43,48,2763656
gorebyss,368,water,,swift-swim,hydration,,170,226,18,55,84,105,114,75,52,3790943
blaziken,257,fire,fighting,blaze,speed-boost,,265,520,19,80,120,70,110,70,80,4584955
throh,538,fighting,,guts,inner-focus,mold-breaker,163,555,13,120,100,85,30,85,45,5245246
genesect,649,bug,steel,download,,,300,825,15,71,120,95,120,95,99,5818255
frillish,592,water,ghost,water-absorb,cursed-body,damp,67,330,12,55,40,50,65,85,40,3495522
kleavor,900,bug,rock,swarm,sheer-force,steadfast,0,890,18,70,135,95,45,70,85,3954452
zekrom,644,dragon,electric,teravolt,,,340,3450,29,100,150,120,120,100,90,2355658
spearow,21,normal,flying,keen-eye,sniper,,52,20,3,40,60,30,31,31,70,4072460
sigilyph,561,psychic,flying,wonder-skin,magic-guard,tinted-lens,172,140,14,72,58,80,103,80,97,4048809
wimpod,767,bug,water,wimp-out,,,46,120,5,25,35,40,20,30,80,487371
klang,600,steel,,plus,minus,clear-body,154,510,6,60,80,95,70,85,50,5044953
vulpix,37,fire,,flash-fire,drought,,60,99,6,38,41,40,50,65,65,6203811
hoopa,720,psychic,ghost,magician,,,270,90,5,80,110,60,150,130,70,3229125
magearna,801,steel,fairy,soul-heart,,,300,805,10,80,95,115,130,115,65,5669912
volcarona,637,bug,fire,flame-body,swarm,,275,460,16,85,60,65,135,105,100,1517805
scraggy,559,dark,fighting,shed-skin,moxie,intimidate,70,118,6,50,75,70,35,70,48,2643973
chimecho,358,psychic,,levitate,,,159,10,6,75,50,80,95,90,65,958164
roserade,407,grass,poison,natural-cure,poison-point,technician,258,145,9,60,70,65,125,105,90,4253829
machamp,68,fighting,,guts,no-guard,steadfast,253,1300,16,90,130,80,65,85,55,2712532
fraxure,611,dragon,,rivalry,mold-breaker,unnerve,144,360,10,66,117,70,40,50,67,3278142
fletchling,661,normal,flying,big-pecks,gale-wings,,56,17,3,45,50,43,40,38,62,1077167
greedent,820,normal,,cheek-pouch,gluttony,,161,60,6,120,95,95,55,75,20,3151248
shieldon,410,rock,steel,sturdy,soundproof,,70,570,5,30,42,118,42,88,30,1459221
pidgeotto,17,normal,flying,keen-eye,tangled-feet,big-pecks,122,300,11,63,60,55,50,50,71,438266
golbat,42,poison,flying,inner-focus,infiltrator,,159,550,16,75,80,70,65,75,90,3046584
sudowoodo,185,rock,,sturdy,rock-head,rattled,144,380,12,70,100,115,30,65,30,654632
carracosta,565,water,rock,solid-rock,sturdy,swift-swim,173,810,12,74,108,133,83,65,32,3830894
jumpluff,189,grass,flying,chlorophyll,leaf-guard,infiltrator,207,30,8,75,55,70,55,95,110,2389443
miltank,241,normal,,thick-fat,scrappy,sap-sipper,172,755,12,95,80,105,40,70,100,5115156
doduo,84,normal,flying,run-away,early-bird,tangled-feet,62,392,14,35,85,45,35,35,75,128669
patrat,504,normal,,run-away,keen-eye,analytic,51,116,5,45,55,39,35,39,42,4848564
weezing,110,poison,,levitate,neutralizing-gas,stench,172,95,12,65,90,120,85,70,60,1325012
tirtouga,564,water,rock,solid-rock,sturdy,swift-swim,71,165,7,54,78,103,53,45,22,3576073
dusknoir,477,ghost,,pressure,frisk,,263,1066,22,45,100,135,65,135,45,5955791
ursaluna,901,ground,normal,guts,bulletproof,unnerve,0,2900,24,130,140,105,45,80,50,1533871
marill,183,water,fairy,thick-fat,huge-power,sap-sipper,88,85,4,70,20,50,20,50,40,2852143
durant,632,bug,steel,swarm,hustle,truant,169,330,3,58,109,112,48,48,109,255916
skitty,300,normal,,cute-charm,normalize,wonder-skin,52,110,6,50,45,45,35,35,50,1626912
combee,415,bug,flying,honey-gather,hustle,,49,55,3,30,30,42,30,42,70,4564116
poipole,803,poison,,beast-boost,,,210,18,6,67,73,67,73,67,73,3626598
haxorus,612,dragon,,rivalry,mold-breaker,unnerve,270,1055,18,76,147,90,60,70,97,5275287
scorbunny,813,fire,,blaze,libero,,62,45,3,50,71,40,40,40,69,4966003
teddiursa,216,normal,,pickup,quick-feet,honey-gather,66,88,6,60,80,50,50,50,40,5681586
yanma,193,bug,flying,speed-boost,compound-eyes,frisk,78,380,12,65,65,45,75,45,95,4580803
electivire,466,electric,,motor-drive,vital-spirit,,270,1386,18,75,123,67,95,85,95,4024774
drifloon,425,ghost,flying,aftermath,unburden,flare-boost,70,12,4,90,50,34,60,44,70,1918313
yamper,835,electric,,ball-fetch,rattled,,54,135,3,59,45,50,40,50,26,5463819
klink,599,steel,,plus,minus,clear-body,60,210,3,40,55,70,45,60,30,1558280
tyrantrum,697,rock,dragon,strong-jaw,rock-head,,182,2700,25,82,121,119,69,59,71,3503672
pinsir,127,bug,,hyper-cutter,mold-breaker,moxie,175,550,15,65,125,100,55,70,85,2971780
caterpie,10,bug,,shield-dust,run-away,,39,29,3,45,30,35,20,20,45,722645
zarude,893,dark,grass,leaf-guard,,,300,700,18,105,120,105,70,95,105,3874222
dewpider,751,water,bug,water-bubble,water-absorb,,54,40,3,38,40,52,40,72,27,1091244
drapion,452,poison,dark,battle-armor,sniper,keen-eye,175,615,13,70,90,110,60,75,95,4349278
zoroark,571,dark,,illusion,,,179,811,16,60,105,60,120,60,105,3685010
magmortar,467,fire,,flame-body,vital-spirit,,270,680,16,75,95,67,125,95,83,5588346
shuckle,213,bug,rock,sturdy,gluttony,contrary,177,205,6,20,10,230,10,230,5,4184216
cacturne,332,grass,dark,sand-veil,water-absorb,,166,774,13,70,115,60,115,60,55,761250
dreepy,885,dragon,ghost,clear-body,infiltrator,cursed-body,54,20,5,28,60,30,40,30,82,1978136
venusaur,3,grass,poison,overgrow,chlorophyll,,263,1000,20,80,82,83,100,100,80,5602325
kingler,99,water,,hyper-cutter,shell-armor,sheer-force,166,600,13,55,130,115,50,50,75,6225453
shaymin,,,,,,,,,,,,,,,,1137852
bayleef,153,grass,,overgrow,leaf-guard,,142,158,12,60,62,80,63,80,60,4068019
stakataka,805,rock,steel,beast-boost,,,285,8200,55,61,131,211,53,101,13,1957591
toucannon,733,normal,flying,keen-eye,skill-link,sheer-force,218,260,11,80,120,75,75,75,60,2507241
sinistea,854,ghost,,weak-armor,cursed-body,,62,2,1,40,45,45,74,54,50,1430493
escavalier,589,bug,steel,swarm,shell-armor,overcoat,173,330,10,70,135,105,60,105,20,5538200
toxel,848,electric,poison,rattled,static,klutz,48,110,4,40,38,35,54,35,40,4310343
metagross,376,steel,psychic,clear-body,light-metal,,300,5500,16,80,135,130,95,90,70,704044
kabuto,140,rock,water,swift-swim,battle-armor,weak-armor,71,115,5,30,80,90,55,45,55,6327867
boldore,525,rock,,sturdy,weak-armor,sand-force,137,1020,9,70,105,105,50,40,20,6311369
granbull,210,fairy,,intimidate,quick-feet,rattled,158,487,14,90,120,75,60,60,45,546712
klinklang,601,steel,,plus,minus,clear-body,260,810,6,60,100,115,70,85,90,3342744
conkeldurr,534,fighting,,guts,sheer-force,iron-fist,253,870,14,105,140,95,55,65,45,319865
overqwil,904,dark,poison,poison-point,swift-swim,intimidate,0,605,25,85,115,95,65,65,85,4145175
sewaddle,540,bug,grass,swarm,chlorophyll,overcoat,62,25,3,45,53,70,40,60,42,6134758
chandelure,609,ghost,fire,flash-fire,flame-body,infiltrator,260,343,10,60,55,90,145,90,80,1011156
hattrem,857,psychic,,healer,anticipation,magic-bounce,130,48,6,57,40,65,86,73,49,6340448
magmar,126,fire,,flame-body,vital-spirit,,173,445,13,65,95,57,100,85,93,5967613
metang,375,steel,psychic,clear-body,light-metal,,147,2025,12,60,75,100,55,80,50,3462452
meowstic,,,,,,,,,,,,,,,,4364275
crustle,558,bug,rock,sturdy,shell-armor,weak-armor,170,2000,14,70,105,125,65,75,45,2110757
murkrow,198,dark,flying,insomnia,super-luck,prankster,81,21,5,60,85,42,85,42,91,884892
spiritomb,442,ghost,dark,pressure,infiltrator,,170,1080,10,50,92,108,92,108,35,5572826
avalugg,713,ice,,own-tempo,ice-body,sturdy,180,5050,20,95,117,184,44,46,28,4493179
seviper,336,poison,,shed-skin,infiltrator,,160,525,27,73,100,60,100,60,65,1070028
rhyperior,464,ground,rock,lightning-rod,solid-rock,reckless,268,2828,24,115,140,130,55,55,40,1190704
rhyhorn,111,ground,rock,lightning-rod,rock-head,reckless,69,1150,10,80,85,95,30,30,25,5813345
mewtwo,150,psychic,,pressure,unnerve,,340,1220,20,106,110,90,154,90,130,1212947
vanilluxe,584,ice,,ice-body,snow-warning,weak-armor,268,575,13,71,95,85,110,95,79,3543094
hitmonlee,106,fighting,,limber,reckless,unburden,159,498,15,50,120,53,35,110,87,5300283
rattata,19,normal,,run-away,guts,hustle,51,35,3,30,56,35,25,35,72,2741534
swalot,317,poison,,liquid-ooze,sticky-hold,gluttony,163,800,17,100,73,83,73,83,55,2929779
beldum,374,steel,psychic,clear-body,light-metal,,60,952,6,40,55,80,35,60,30,5663125
delphox,655,fire,psychic,blaze,magician,,240,390,15,75,69,72,114,100,104,2730007
pincurchin,871,electric,,lightning-rod,electric-surge,,152,10,3,48,101,95,91,85,15,4451176
beautifly,267,bug,flying,swarm,rivalry,,178,284,10,60,70,50,100,50,65,6330118
suicune,245,water,,pressure,inner-focus,,290,1870,20,100,75,115,90,115,85,2471914
regirock,377,rock,,clear-body,sturdy,,290,2300,17,80,100,200,50,100,50,6406451
simipour,516,water,,gluttony,torrent,,174,290,10,75,98,63,98,63,101,4917457
umbreon,197,dark,,synchronize,inner-focus,,184,270,10,95,65,110,60,130,65,2176030
grookey,810,grass,,overgrow,grassy-surge,,62,50,3,50,65,50,40,40,65,3798405
diancie,719,rock,fairy,clear-body,,,300,88,7,50,100,150,100,150,50,93391
tsareena,763,grass,,leaf-guard,queenly-majesty,sweet-veil,255,214,12,72,120,98,50,98,72,4971096
makuhita,296,fighting,,thick-fat,guts,sheer-force,47,864,10,72,60,30,20,30,25,5666505
omastar,139,rock,water,swift-swim,shell-armor,weak-armor,173,350,10,70,60,125,115,70,55,4115414
gurdurr,533,fighting,,guts,sheer-force,iron-fist,142,400,12,85,105,85,40,50,40,3949021
swirlix,684,fairy,,sweet-veil,unburden,,68,35,4,62,48,66,59,57,49,4142412
cryogonal,615,ice,,levitate,,,180,1480,11,80,50,50,95,135,105,2656809
trevenant,709,ghost,grass,natural-cure,frisk,harvest,166,710,15,85,110,76,65,82,56,5339744
appletun,842,grass,dragon,ripen,gluttony,thick-fat,170,130,4,110,85,80,100,80,30,680767
parasect,47,bug,grass,effect-spore,dry-skin,damp,142,295,10,60,95,80,60,80,30,5071103
drilbur,529,ground,,sand-rush,sand-force,mold-breaker,66,85,3,60,85,40,30,45,68,6073216
guzzlord,799,dark,dragon,beast-boost,,,285,8880,55,223,101,53,97,53,43,4646408
boltund,836,electric,,strong-jaw,competitive,,172,340,10,69,90,60,90,60,121,3910621
altaria,334,dragon,flying,natural-cure,cloud-nine,,172,206,11,75,70,90,70,105,80,5553390
sylveon,700,fairy,,cute-charm,pixilate,,184,235,10,95,65,65,110,130,60,3603941
sandslash,28,ground,,sand-veil,sand-rush,,158,295,10,75,100,110,45,55,65,4104795
pineco,204,bug,,sturdy,overcoat,,58,72,6,50,65,90,35,35,15,3723679
lapras,131,water,ice,water-absorb,shell-armor,hydration,187,2200,25,130,85,80,85,95,60,5421414
duosion,578,psychic,,overcoat,magic-guard,regenerator,130,80,6,65,40,50,125,60,30,89321
amaura,698,rock,ice,refrigerate,snow-warning,,72,252,13,77,59,50,67,63,46,3136324
skiploom,188,grass,flying,chlorophyll,leaf-guard,infiltrator,119,10,6,55,45,50,45,65,80,4237018
heliolisk,695,electric,normal,dry-skin,sand-veil,solar-power,168,210,10,62,55,52,109,94,109,150411
delibird,225,ice,flying,vital-spirit,hustle,insomnia,116,160,9,45,55,45,65,45,75,5731238
deoxys,,,,,,,,,,,,,,,,264454
camerupt,323,fire,ground,magma-armor,solid-rock,anger-point,161,2200,19,70,100,70,105,75,40,5705045
mudsdale,750,ground,,own-tempo,stamina,inner-focus,175,9200,25,100,125,100,55,85,35,6058007
corsola,222,water,rock,hustle,natural-cure,regenerator,144,50,6,65,55,95,65,95,35,3696195
axew,610,dragon,,rivalry,mold-breaker,unnerve,64,180,6,46,87,60,30,40,57,6044831
kartana,798,grass,steel,beast-boost,,,285,1,3,59,181,131,59,31,109,3325639
drampa,780,normal,dragon,berserk,sap-sipper,cloud-nine,170,1850,30,78,60,85,135,91,36,1982391
jigglypuff,39,normal,fairy,cute-charm,competitive,friend-guard,95,55,5,115,45,20,45,25,20,4373332
floatzel,419,water,,swift-swim,water-veil,,173,335,11,85,105,55,85,50,115,914218
piloswine,221,ice,ground,oblivious,snow-cloak,thick-fat,158,558,11,100,100,80,60,60,50,3099602
diglett,50,ground,,sand-veil,arena-trap,sand-force,53,8,2,10,55,25,35,45,95,5166196
noctowl,164,normal,flying,insomnia,keen-eye,tinted-lens,158,408,16,100,50,50,86,96,70,3052
smeargle,235,normal,,own-tempo,technician,moody,88,580,12,55,20,35,20,45,75,1026538
unfezant,521,normal,flying,big-pecks,super-luck,rivalry,244,290,12,80,115,80,65,55,93,4504973
hariyama,297,fighting,,thick-fat,guts,sheer-force,166,2538,23,144,120,60,40,60,50,626510
chewtle,833,water,,strong-jaw,shell-armor,swift-swim,57,85,3,50,64,50,38,38,44,5161939
chatot,441,normal,flying,keen-eye,tangled-feet,big-pecks,144,19,5,76,65,45,92,42,91,2848480
ludicolo,272,water,grass,swift-swim,rain-dish,own-tempo,240,550,15,80,70,70,90,100,70,6180844
lilligant,549,grass,,chlorophyll,own-tempo,leaf-guard,168,163,11,70,60,75,110,75,90,1770651
muk,89,poison,,stench,sticky-hold,poison-touch,175,300,12,105,105,75,65,100,50,4263791
blastoise,9,water,,torrent,rain-dish,,265,855,16,79,83,100,85,105,78,5790134
exeggutor,103,grass,psychic,chlorophyll,harvest,,186,1200,20,95,95,85,125,75,55,2232553
celesteela,797,steel,flying,beast-boost,,,285,9999,92,97,101,103,107,101,61,359103
zamazenta,889,fighting,,dauntless-shield,,,335,2100,29,92,130,115,80,115,138,5766923
blissey,242,normal,,natural-cure,serene-grace,healer,635,468,15,255,10,10,75,135,55,4465272
shellos,422,water,,sticky-hold,storm-drain,sand-force,65,63,3,76,48,48,57,62,34,2855653
cufant,878,steel,,sheer-force,heavy-metal,,66,1000,12,72,80,49,40,49,40,6171884
gabite,444,dragon,ground,sand-veil,rough-skin,,144,560,14,68,90,65,50,55,82,4457325
palossand,770,ghost,ground,water-compaction,sand-veil,,168,2500,13,85,75,110,100,75,35,5399251
slowpoke,79,water,psychic,oblivious,own-tempo,regenerator,63,360,12,90,65,65,40,40,15,6402554
tranquill,520,normal,flying,big-pecks,super-luck,rivalry,125,150,6,62,77,62,50,42,65,739646
nuzleaf,274,grass,dark,chlorophyll,early-bird,pickpocket,119,280,10,70,70,40,60,40,60,4421622
wormadam,,,,,,,,,,,,,,,,5488944
manectric,310,electric,,static,lightning-rod,minus,166,402,15,70,75,60,105,60,105,5370969
dracovish,882,water,dragon,water-absorb,strong-jaw,sand-rush,177,2150,23,90,90,100,70,80,75,459641
whirlipede,544,bug,poison,poison-point,swarm,speed-boost,126,585,12,40,55,99,40,79,47,2667137
claydol,344,ground,psychic,levitate,,,175,1080,15,60,70,105,70,120,75,5286844
baltoy,343,ground,psychic,levitate,,,60,215,5,40,40,55,40,70,55,2593446
leafeon,470,grass,,leaf-guard,chlorophyll,,184,255,10,65,110,130,60,65,95,6345679
azelf,482,psychic,,levitate,,,290,3,3,75,125,70,125,70,115,1889091
persian,53,normal,,limber,technician,unnerve,154,320,10,65,70,60,65,65,115,3217202
necrozma,800,psychic,,prism-armor,,,300,2300,24,97,107,101,127,89,79,3481909
cyndaquil,155,fire,,blaze,flash-fire,,62,79,5,39,52,43,60,50,65,1606838
skarmory,227,steel,flying,keen-eye,sturdy,weak-armor,163,505,17,65,80,140,40,70,70,2596778
furfrou,676,normal,,fur-coat,,,165,280,12,75,80,60,65,90,102,4985568
staraptor,398,normal,flying,intimidate,reckless,,218,249,12,85,120,70,50,60,100,1992648
lunatone,337,rock,psychic,levitate,,,161,1680,10,90,55,65,95,85,70,4548582
clauncher,692,water,,mega-launcher,,,66,83,5,50,53,62,58,63,44,2448694
skwovet,819,normal,,cheek-pouch,gluttony,,55,25,3,70,55,55,35,35,25,1207953
honedge,679,steel,ghost,no-guard,,,65,20,8,45,80,100,35,37,28,2922482
pangoro,675,fighting,dark,iron-fist,mold-breaker,scrappy,173,1360,21,95,124,78,69,71,58,6033327
banette,354,ghost,,insomnia,frisk,cursed-body,159,125,11,64,115,65,83,63,65,3359152
gastly,92,ghost,poison,levitate,,,62,1,13,30,35,30,100,35,80,1390731
pansage,511,grass,,gluttony,overgrow,,63,105,6,50,53,48,53,48,64,1576696
binacle,688,rock,water,tough-claws,sniper,pickpocket,61,310,5,42,52,67,39,56,50,798036
spritzee,682,fairy,,healer,aroma-veil,,68,5,2,78,52,60,63,65,23,1074817
zubat,41,poison,flying,inner-focus,infiltrator,,49,75,8,40,45,35,30,40,55,925459
regidrago,895,dragon,,dragons-maw,,,290,2000,21,200,100,50,100,50,80,4994122
houndour,228,dark,fire,early-bird,flash-fire,unnerve,66,108,6,45,60,30,80,50,65,5496523
walrein,365,ice,water,thick-fat,ice-body,oblivious,265,1506,14,110,80,90,95,90,65,4481777
tyrogue,236,fighting,,guts,steadfast,vital-spirit,42,210,7,35,35,35,35,35,35,4802119
scrafty,560,dark,fighting,shed-skin,moxie,intimidate,171,300,11,65,90,115,45,115,58,2259322
machoke,67,fighting,,guts,no-guard,steadfast,142,705,15,80,100,70,50,60,45,3943201
gloom,44,grass,poison,chlorophyll,stench,,138,86,8,60,65,70,85,75,40,718129
glastrier,896,ice,,chilling-neigh,,,290,8000,22,100,145,130,65,110,30,5190892
pawniard,624,dark,steel,defiant,inner-focus,pressure,68,102,5,45,85,70,40,40,60,5562959
groudon,383,ground,,drought,,,335,9500,35,100,150,140,100,90,90,4899685
croagunk,453,poison,fighting,anticipation,dry-skin,poison-touch,60,230,7,48,61,40,61,40,50,5201646
porygon2,233,normal,,trace,download,analytic,180,325,6,85,80,90,105,95,60,1084053
venipede,543,bug,poison,poison-point,swarm,speed-boost,52,53,4,30,45,59,30,39,57,5396016
larvitar,246,rock,ground,guts,sand-veil,,60,720,6,50,64,50,45,50,41,901473
grapploct,853,fighting,,limber,technician,,168,390,16,80,118,90,70,80,42,4776249
starly,396,normal,flying,keen-eye,reckless,,49,20,3,40,55,30,30,30,60,645839
araquanid,752,water,bug,water-bubble,water-absorb,,159,820,18,68,70,92,50,132,42,1817194
dewott,502,water,,torrent,shell-armor,,145,245,8,75,75,60,83,60,60,5335552
armaldo,348,rock,bug,battle-armor,swift-swim,,173,682,15,75,125,100,70,80,45,2539610
pikachu,25,electric,,static,lightning-rod,,112,60,4,35,55,40,50,50,90,1100775
celebi,251,psychic,grass,natural-cure,,,300,50,6,100,100,100,100,100,100,1844456
inkay,686,dark,psychic,contrary,suction-cups,infiltrator,58,35,4,53,54,53,37,46,45,1401133
aurorus,699,rock,ice,refrigerate,snow-warning,,104,2250,27,123,77,72,99,92,58,304348
bidoof,399,normal,,simple,unaware,moody,50,200,5,59,45,40,35,40,31,2098250
glalie,362,ice,,inner-focus,ice-body,moody,168,2565,15,80,80,80,80,80,80,4834863
mandibuzz,630,dark,flying,big-pecks,overcoat,weak-armor,179,395,12,110,65,105,55,95,80,6286156
goldeen,118,water,,swift-swim,water-veil,lightning-rod,64,150,6,45,67,60,35,50,63,4844348
applin,840,grass,dragon,ripen,gluttony,bulletproof,52,5,2,40,40,80,40,40,20,301485
kabutops,141,rock,water,swift-swim,battle-armor,weak-armor,173,405,13,60,115,105,65,70,80,6086064
sandygast,769,ghost,ground,water-compaction,sand-veil,,64,700,5,55,55,80,70,45,15,2797556
meganium,154,grass,,overgrow,leaf-guard,,236,1005,18,80,82,100,83,100,80,692770
magcargo,219,fire,rock,magma-armor,flame-body,weak-armor,151,550,8,60,50,120,90,80,30,4894528
hoothoot,163,normal,flying,insomnia,keen-eye,tinted-lens,52,212,7,60,30,30,36,56,50,3129264
heatran,485,fire,steel,flash-fire,flame-body,,300,4300,17,91,90,106,130,106,77,532830
absol,359,dark,,pressure,super-luck,justified,163,470,12,65,130,60,75,60,75,4191247
comfey,764,fairy,,flower-veil,triage,natural-cure,170,3,1,51,52,90,82,110,100,4725487
shellder,90,water,,shell-armor,skill-link,overcoat,61,40,3,30,65,100,45,25,40,2122993
carbink,703,rock,fairy,clear-body,sturdy,,100,57,3,50,50,150,50,150,50,1495903
zeraora,807,electric,,volt-absorb,,,300,445,15,88,112,75,102,80,143,3446248
bunnelby,659,normal,,pickup,cheek-pouch,huge-power,47,50,4,38,36,38,32,36,57,1123347
herdier,507,normal,,intimidate,sand-rush,scrappy,130,147,9,65,80,65,35,65,60,354571
darumaka,554,fire,,hustle,inner-focus,,63,375,6,70,90,45,15,45,50,2083961
bounsweet,761,grass,,leaf-guard,oblivious,sweet-veil,42,32,3,42,30,38,30,38,32,1479126
wailord,321,water,,water-veil,oblivious,pressure,175,3980,145,170,90,45,90,45,60,981452
meloetta,,,,,,,,,,,,,,,,1754562
aipom,190,normal,,run-away,pickup,skill-link,72,115,8,55,70,55,40,55,85,106713
duraludon,884,steel,dragon,light-metal,heavy-metal,stalwart,187,400,18,70,95,115,120,50,85,2086759
kirlia,281,psychic,fairy,synchronize,trace,telepathy,97,202,8,38,35,35,65,55,50,75200
zigzagoon,263,normal,,pickup,gluttony,quick-feet,56,175,4,38,30,41,30,41,60,3458820
chimchar,390,fire,,blaze,iron-fist,,62,62,5,44,58,44,58,44,61,621935
naganadel,804,poison,dragon,beast-boost,,,270,1500,36,73,73,73,127,73,121,4614635
omanyte,138,rock,water,swift-swim,shell-armor,weak-armor,71,75,4,35,40,100,90,55,35,2873152
bellossom,182,grass,,chlorophyll,healer,,245,58,4,75,80,95,90,100,50,13118
vanillite,582,ice,,ice-body,snow-cloak,weak-armor,61,57,4,36,50,50,65,60,44,1601310
morgrem,860,dark,fairy,prankster,frisk,pickpocket,130,125,8,65,60,45,75,55,70,5361397
corphish,341,water,,hyper-cutter,shell-armor,adaptability,62,115,6,43,80,65,50,35,35,5913944
koffing,109,poison,,levitate,neutralizing-gas,stench,68,10,6,40,65,95,60,45,35,670734
mightyena,262,dark,,intimidate,quick-feet,moxie,147,370,10,70,90,70,60,60,70,5007782
wartortle,8,water,,torrent,rain-dish,,142,225,10,59,63,80,65,80,58,4554013
marshtomp,259,water,ground,torrent,damp,,142,280,7,70,85,70,60,70,50,3660973
blitzle,522,electric,,lightning-rod,motor-drive,sap-sipper,59,298,8,45,60,32,50,32,76,1530245
frosmoth,873,ice,bug,shield-dust,ice-scales,,166,420,13,70,65,60,125,90,65,1351192
nidoqueen,31,poison,ground,poison-point,rivalry,sheer-force,253,600,13,90,92,87,75,85,76,2221157
combusken,256,fire,fighting,blaze,speed-boost,,142,195,9,60,85,60,85,60,55,1463307
slugma,218,fire,,magma-armor,flame-body,weak-armor,50,350,7,40,40,40,70,40,20,4519711
mew,151,psychic,,synchronize,,,300,40,4,100,100,100,100,100,100,497193
barraskewda,847,water,,swift-swim,propeller-tail,,172,300,13,61,123,60,60,50,136,4827025
aegislash,,,,,,,,,,,,,,,,5500467
centiskorch,851,fire,bug,flash-fire,white-smoke,flame-body,184,1200,30,100,115,65,90,90,65,4287315
spinda,327,normal,,own-tempo,tangled-feet,contrary,126,50,11,60,60,60,60,60,60,2726118
rampardos,409,rock,,mold-breaker,sheer-force,,173,1025,16,97,165,60,65,50,58,3093995
zebstrika,523,electric,,lightning-rod,motor-drive,sap-sipper,174,795,16,75,100,63,80,63,116,3654894
kecleon,352,normal,,color-change,protean,,154,220,10,60,90,70,60,120,40,5459686
cottonee,546,grass,fairy,prankster,infiltrator,chlorophyll,56,6,3,40,27,60,37,50,66,1954474
crobat,169,poison,flying,inner-focus,infiltrator,,268,750,18,85,90,80,70,80,130,4785293
igglybuff,174,normal,fairy,cute-charm,competitive,friend-guard,42,10,3,90,30,15,40,20,15,1163877
nincada,290,bug,ground,compound-eyes,run-away,,53,55,5,31,45,90,30,30,40,2322405
gothitelle,576,psychic,,frisk,competitive,shadow-tag,245,440,15,70,55,95,95,110,65,3566712
sawk,539,fighting,,sturdy,inner-focus,mold-breaker,163,510,14,75,125,75,30,75,85,5050937
solosis,577,psychic,,overcoat,magic-guard,regenerator,58,10,3,45,30,40,105,50,20,3919390
sobble,816,water,,torrent,sniper,,62,40,3,50,40,40,70,40,70,5453766
steelix,208,steel,ground,rock-head,sturdy,sheer-force,179,4000,92,75,85,200,55,65,30,1610690
rufflet,627,normal,flying,keen-eye,sheer-force,hustle,70,105,5,70,83,50,37,50,60,4680193
piplup,393,water,,torrent,defiant,,63,52,4,53,51,53,61,56,40,4643542
xatu,178,psychic,flying,synchronize,early-bird,magic-bounce,165,150,15,65,75,70,95,70,95,1924061
gogoat,673,grass,,sap-sipper,grass-pelt,,186,910,17,123,100,62,97,81,68,346251
pikipek,731,normal,flying,keen-eye,skill-link,pickup,53,12,3,35,75,30,30,30,65,2511312
weedle,13,bug,poison,shield-dust,run-away,,39,32,3,40,35,30,20,20,50,2697196
ferrothorn,598,grass,steel,iron-barbs,anticipation,,171,1100,10,74,94,131,54,116,20,4402505
togekiss,468,fairy,flying,hustle,serene-grace,super-luck,273,380,15,85,50,95,120,115,80,772213
skiddo,672,grass,,sap-sipper,grass-pelt,,70,310,9,66,65,48,62,57,52,3803107
oddish,43,grass,poison,chlorophyll,run-away,,64,54,5,45,50,55,75,65,30,3739312
